ExperimentControl	310	"StartTime = Jul 31, 2007 16:06:06.879"	"EndTime = Jul 31, 2007 16:07:31.894"	OperationCode = D1_B1_L1	OperationMode = 34	TestArticleName = HyDE	"Comments = ""Testing runs for HyDE for FY2007 IVHM Milestone (HyDE History=5)"""	FaultType = discrete	FaultMode = failed off	FaultLocation = INV1	FaultInjection = manual	LoadLocation = 170	LoadName = LGT6	LoadSchedule = none	LoadLocation = 171	LoadName = FAN1	LoadSchedule = none	LoadLocation = 172	LoadName = FAN3	LoadSchedule = none	LoadLocation = 173	LoadName = LGT8	LoadSchedule = none																																																											
AntagonistData	2007-07-31 16:07:18.697 GMT-07:00	25.36232567	25.36232567	25.37697411	25.36232567	0.14648661	0.14648661	25.37697411	25.2597847	25.2597847	0.029297322	0	0.219729915	0.14648661	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	0.008207792	0.016027992	-0.045370823	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.17157589	14.2711509	0.219729915	0.439459831	120	0	71.86038208	69.84161377	70.27420807	70.85099792	72.14877319	71.74501801	70.96635437	89.42366791	84.00183105	79.90661621	67.13069153	67.59212494	67.24604797	69.35134125	66.32318878
AntagonistData	2007-07-31 16:07:19.197 GMT-07:00	25.37697411	25.37697411	25.40627098	25.39162254	0.073243305	0.14648661	25.37697411	25.2597847	25.2597847	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	-0.003522506	3.88E-04	-0.045370823	13.29848534	14.15647211	0.219729915	0.439459831	60	0	71.9180603	69.78393555	70.30304718	70.85099792	72.14877319	71.74501801	70.96635437	89.19294739	84.00183105	79.90661621	67.13069153	67.59212494	67.24604797	69.35134125	66.32318878
AntagonistData	2007-07-31 16:07:19.697 GMT-07:00	25.37697411	25.39162254	25.37697411	25.36232567	0.073243305	0.14648661	25.37697411	25.2597847	25.2597847	0.014648661	0.014648661	0.219729915	0.219729915	0.014648661	24.21973038	24.23437881	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.37818184	14.11149487	0.219729915	0.439459831	60	0	71.9180603	69.78393555	70.30304718	70.87983704	72.11993408	71.80270386	70.96635437	89.19294739	83.97299194	79.84893799	67.13069153	67.59212494	67.24604797	69.35134125	66.32318878
AntagonistData	2007-07-31 16:07:20.197 GMT-07:00	25.37697411	25.37697411	25.39162254	25.39162254	0.073243305	0.073243305	25.37697411	25.2597847	25.24513626	0	0	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	0.008207792	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.51955765	14.23537954	0.219729915	0.439459831	60	0	71.9180603	69.87045288	70.24536133	70.87983704	72.11993408	71.80270386	70.96635437	89.19294739	83.97299194	79.84893799	67.13069153	67.5056076	67.27489471	69.35134125	66.32318878
AntagonistData	2007-07-31 16:07:20.697 GMT-07:00	25.37697411	25.39162254	25.39162254	25.39162254	0.073243305	0.073243305	25.37697411	25.24513626	25.2597847	0.029297322	0.014648661	0.29297322	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	3.88E-04	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.48589048	14.29705884	0.219729915	0.439459831	120	0	71.9180603	69.87045288	70.24536133	70.85099792	72.11993408	71.80270386	70.93751526	88.99107361	83.91531372	79.76242065	67.13069153	67.5056076	67.27489471	69.32250214	66.32318878
AntagonistData	2007-07-31 16:07:21.197 GMT-07:00	25.39162254	25.40627098	25.39162254	25.39162254	0.073243305	0.14648661	25.39162254	25.2597847	25.2597847	0.043945983	0.014648661	0.219729915	0.14648661	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.008207792	-0.076653075	-0.014090026	3.88E-04	0.004297693	-0.045370823	13.52060975	14.4092389	0.219729915	0.439459831	60	0	71.88922119	69.87045288	70.24536133	70.85099792	72.11993408	71.80270386	70.93751526	88.99107361	83.91531372	79.76242065	67.18836975	67.59212494	67.24604797	69.32250214	66.46738434
AntagonistData	2007-07-31 16:07:21.697 GMT-07:00	25.37697411	25.39162254	25.40627098	25.40627098	0.073243305	0.14648661	25.39162254	25.2597847	25.2597847	0.014648661	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.23437881	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.43788846	14.40108513	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.27420807	70.87983704	72.11993408	71.83154297	70.93751526	88.81803894	83.82879639	79.73357391	67.18836975	67.59212494	67.24604797	69.32250214	66.46738434
AntagonistData	2007-07-31 16:07:22.197 GMT-07:00	25.39162254	25.39162254	25.40627098	25.39162254	0.073243305	0.073243305	25.40627098	25.2597847	25.24513626	0.014648661	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.045370823	-0.014090026	0.008207792	3.88E-04	-0.045370823	13.28480805	14.38964356	0.219729915	0.439459831	60	0	71.88922119	69.87045288	70.27420807	70.87983704	72.11993408	71.83154297	70.93751526	88.81803894	83.82879639	79.73357391	67.13069153	67.59212494	67.24604797	69.35134125	66.380867
AntagonistData	2007-07-31 16:07:22.697 GMT-07:00	25.39162254	25.40627098	25.40627098	25.40627098	0.073243305	0.073243305	25.39162254	25.24513626	25.2597847	0.014648661	0.014648661	0.219729915	0.219729915	0.029297322	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	-0.003522506	3.88E-04	-0.045370823	13.35253693	14.40397841	0.219729915	0.439459831	60	0	71.88922119	69.87045288	70.30304718	70.87983704	72.11993408	71.80270386	70.93751526	88.64499664	83.77111816	79.64705658	67.13069153	67.59212494	67.24604797	69.35134125	66.380867
AntagonistData	2007-07-31 16:07:23.197 GMT-07:00	25.39162254	25.40627098	25.40627098	25.39162254	0.073243305	0.073243305	25.39162254	25.2597847	25.2597847	0	0	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.061011221	13.52060975	14.49945639	0.219729915	0.439459831	60	0	71.88922119	69.87045288	70.30304718	70.87983704	72.11993408	71.80270386	70.96635437	88.64499664	83.77111816	79.64705658	67.07301331	67.59212494	67.21720886	69.29366302	66.46738434
AntagonistData	2007-07-31 16:07:23.697 GMT-07:00	25.40627098	25.40627098	25.40627098	25.42091942	0.073243305	0.14648661	25.40627098	25.2597847	25.2597847	0.029297322	0.014648661	0.219729915	0.219729915	0.014648661	24.21973038	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.50140894	14.43014937	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.87983704	72.14877319	71.80270386	70.96635437	88.50080109	83.6845932	79.56053925	67.07301331	67.59212494	67.21720886	69.29366302	66.46738434
AntagonistData	2007-07-31 16:07:24.197 GMT-07:00	25.40627098	25.42091942	25.43556786	25.40627098	0.073243305	0.14648661	25.42091942	25.2597847	25.2597847	0.043945983	0	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	13.13856629	14.43935524	0.219729915	0.439459831	60	0	71.86038208	69.87045288	70.30304718	70.87983704	72.14877319	71.80270386	70.93751526	88.50080109	83.6845932	79.56053925	67.15953064	67.5056076	67.21720886	69.29366302	66.35202789
AntagonistData	2007-07-31 16:07:24.697 GMT-07:00	25.40627098	25.40627098	25.42091942	25.40627098	0.073243305	0.073243305	25.40627098	25.2597847	25.2597847	0.014648661	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	-0.003522506	3.88E-04	-0.045370823	13.26797447	14.18382668	0	0.439459831	0	0	71.86038208	69.84161377	70.30304718	70.85099792	72.11993408	71.80270386	70.93751526	88.29892731	83.65575409	79.56053925	67.15953064	67.5056076	67.18836975	69.29366302	66.35202789
AntagonistData	2007-07-31 16:07:25.197 GMT-07:00	25.40627098	25.42091942	25.42091942	25.40627098	0.14648661	0.073243305	25.40627098	25.24513626	25.2597847	0	0.014648661	0.14648661	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	0.008207792	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.25048332	14.30258236	0.219729915	0.659189746	60	0	71.9180603	69.84161377	70.30304718	70.85099792	72.11993408	71.80270386	70.93751526	88.29892731	83.65575409	79.58937836	67.07301331	67.59212494	67.18836975	69.29366302	66.380867
AntagonistData	2007-07-31 16:07:25.697 GMT-07:00	25.40627098	25.42091942	25.42091942	25.42091942	0.073243305	0.073243305	25.40627098	25.2597847	25.2597847	0.014648661	0	0.219729915	0.219729915	0.014648661	24.21973038	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.37226379	14.34887472	0.219729915	0.439459831	0	0	71.9180603	69.81277466	70.30304718	70.85099792	72.11993408	71.80270386	70.93751526	88.15472412	83.56923676	79.58937836	67.07301331	67.59212494	67.21720886	69.29366302	66.380867
AntagonistData	2007-07-31 16:07:26.197 GMT-07:00	25.42091942	25.42091942	25.42091942	25.40627098	0.14648661	0.073243305	25.42091942	25.2597847	25.27443314	0	0	0.219729915	0.14648661	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	0.008207792	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	13.06242062	14.04258239	0.219729915	0.439459831	0	0	71.9180603	69.81277466	70.30304718	70.85099792	72.09109497	71.80270386	70.93751526	88.15472412	83.56923676	79.47402191	67.13069153	67.59212494	67.21720886	69.29366302	66.380867
AntagonistData	2007-07-31 16:07:26.697 GMT-07:00	25.42091942	25.43556786	25.4502182	25.42091942	0.073243305	0.073243305	25.42091942	25.2597847	25.2597847	0.029297322	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	-0.003522506	3.88E-04	-0.061011221	13.20169223	14.15200069	0.219729915	0.439459831	0	0	71.88922119	69.84161377	70.30304718	70.85099792	72.09109497	71.80270386	70.93751526	87.98168945	83.56923676	79.47402191	67.13069153	67.56328583	67.24604797	69.29366302	66.380867
AntagonistData	2007-07-31 16:07:27.197 GMT-07:00	25.42091942	25.43556786	25.42091942	25.43556786	0.073243305	0.14648661	25.42091942	25.2597847	25.2597847	0	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	14.06296681	15.40807543	0.219729915	0.439459831	0	0	71.88922119	69.84161377	70.30304718	70.85099792	72.09109497	71.77386475	70.93751526	87.98168945	83.48271942	79.47402191	67.15953064	67.56328583	67.24604797	69.35134125	66.40970612
AntagonistData	2007-07-31 16:07:27.697 GMT-07:00	25.42091942	25.43556786	25.43556786	25.42091942	0.073243305	0.073243305	25.43556786	25.2597847	25.2597847	0.014648661	0.014648661	0.219729915	0.219729915	0	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	16.21240514	18.1782522	0.219729915	0.219729915	60	0	71.9180603	69.84161377	70.27420807	70.85099792	72.09109497	71.77386475	70.93751526	87.80865479	83.48271942	79.47402191	67.15953064	67.59212494	67.27489471	69.35134125	66.40970612
AntagonistData	2007-07-31 16:07:28.197 GMT-07:00	25.43556786	25.42091942	25.43556786	25.42091942	0.073243305	0.073243305	25.42091942	25.24513626	25.2597847	0.029297322	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	0.008207792	3.88E-04	-0.045370823	14.42265316	16.59944608	0.219729915	0.439459831	0	0	71.9180603	69.84161377	70.27420807	70.85099792	72.11993408	71.80270386	70.93751526	87.80865479	83.45388031	79.30098724	67.15953064	67.59212494	67.27489471	69.35134125	66.40970612
AntagonistData	2007-07-31 16:07:28.698 GMT-07:00	25.42091942	25.43556786	25.43556786	25.42091942	0.14648661	0.073243305	25.43556786	25.2597847	25.2597847	0.029297322	0.014648661	0.29297322	0.219729915	0.014648661	24.23437881	24.23437881	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	15.96844968	16.90889471	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.85099792	72.11993408	71.80270386	70.93751526	87.80865479	83.45388031	79.30098724	66.92881775	67.41909027	67.15953064	69.35134125	66.35202789
AntagonistData	2007-07-31 16:07:29.198 GMT-07:00	25.42091942	25.43556786	25.43556786	25.43556786	0.073243305	0.14648661	25.43556786	25.2597847	25.2597847	0.029297322	0.014648661	0.29297322	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	14.99118118	17.15048295	0.219729915	0.439459831	0	0	71.88922119	69.87045288	70.30304718	70.85099792	72.14877319	71.77386475	70.90867615	87.75097656	83.28084564	79.27214813	66.92881775	67.41909027	67.15953064	69.43785858	66.35202789
AntagonistData	2007-07-31 16:07:29.698 GMT-07:00	25.42091942	25.43556786	25.4502182	25.43556786	0.073243305	0.14648661	25.4502182	25.2597847	25.27443314	0.029297322	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.076653075	-0.014090026	3.88E-04	3.88E-04	-0.045370823	16.05090794	17.37786786	0.219729915	0.439459831	0	0	71.88922119	69.84161377	70.24536133	70.85099792	72.14877319	71.77386475	70.90867615	87.75097656	83.28084564	79.27214813	67.01533508	67.5056076	67.24604797	69.43785858	66.12130737
AntagonistData	2007-07-31 16:07:30.198 GMT-07:00	25.42091942	25.4502182	25.43556786	25.43556786	0.073243305	0.073243305	25.4502182	25.2597847	25.2597847	0.014648661	0	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.03283117	0.079752365	3.88E-04	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	15.30970417	17.51621888	0.219729915	0.439459831	0	0	71.88922119	69.84161377	70.24536133	70.85099792	72.09109497	71.77386475	70.90867615	87.4048996	83.28084564	79.18562317	67.01533508	67.5056076	67.24604797	69.43785858	66.12130737
AntagonistData	2007-07-31 16:07:30.698 GMT-07:00	25.43556786	25.43556786	25.4502182	25.4502182	0.073243305	0.073243305	25.43556786	25.24513626	25.24513626	0.014648661	0	0.219729915	0.14648661	0.014648661	24.24902725	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.064111967	0.079752365	3.88E-04	0.012117892	-0.045370823	-0.014090026	3.88E-04	0.004297693	-0.045370823	16.35588515	17.51332561	0.219729915	0.439459831	0	0	71.88922119	69.84161377	70.24536133	70.85099792	72.09109497	71.77386475	70.93751526	87.4048996	83.28084564	79.18562317	67.10185242	67.59212494	67.10185242	69.32250214	66.29434967
AntagonistData	2007-07-31 16:07:31.198 GMT-07:00	25.43556786	25.4502182	25.43556786	25.4502182	0.14648661	0.073243305	25.4502182	25.24513626	25.27443314	0	0.014648661	0.29297322	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	3.88E-04	0.008207792	-0.061011221	-0.014090026	0.008207792	3.88E-04	-0.045370823	15.68688167	17.8585456	0.219729915	0.439459831	0	0	71.88922119	69.84161377	70.24536133	70.87983704	72.09109497	71.77386475	70.93751526	87.2318573	83.16548157	79.15678406	67.10185242	67.59212494	67.10185242	69.32250214	66.29434967
AntagonistData	2007-07-31 16:07:31.698 GMT-07:00	25.43556786	25.4502182	25.43556786	25.4502182	0.073243305	0.14648661	25.4502182	25.2597847	25.2597847	0.014648661	0.014648661	0.219729915	0.219729915	0.014648661	24.23437881	24.21973038	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0.048471568	0.079752365	-0.003522506	0.012117892	-0.061011221	-0.014090026	3.88E-04	3.88E-04	-0.045370823	15.96029591	17.82290575	0.219729915	0.439459831	0	0	71.9180603	69.87045288	70.24536133	70.87983704	72.09109497	71.77386475	70.93751526	87.2318573	83.16548157	79.15678406	67.18836975	67.59212494	67.30373383	69.29366302	66.35202789
